mbid,nom,parentMbid,parentNom
df716de8-bf3a-47df-8fed-c412ff21d4e1,serenade,bf9955d6-c3eb-466d-95ca-30f3848fc9ea,classical music
3e7b6b58-f95b-4439-90d2-75ee9717745a,Chicano rap,bc8c2f79-dcea-43f3-962b-f0663868d42c,gangsta rap
ec5a14c7-7793-46dc-b858-470183eb63f7,folktronica,53a3cea3-17af-4421-a07a-5824b540aeb5,electronica
77f67575-46ed-4447-afc1-ebcd2ab36b66,Paisley Underground,cd99451c-f6d5-47c7-8d49-6c08b51e61aa,neo-psychedelia
f372ab9d-3ea6-4975-93d2-a91c421b29a7,Frenchcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
f3fa686b-226d-46cd-b979-5905d0e5e6ec,Henan opera,f369323a-f515-4aea-a3cf-2963f0a39c5e,Chinese opera
d42b567f-0952-424b-959d-bee6e5961cc0,Afropiano,b8793fdb-bbc8-4418-a6f8-05eafbbe07ef,Afrobeats
d42b567f-0952-424b-959d-bee6e5961cc0,Afropiano,de3f8f85-1d8a-499f-9a1e-edad65a26dad,Amapiano
0c74e40a-9ef1-4214-ba4b-7143802c5bfc,mega funk,47df9270-9259-4a60-ac10-086982b8622e,Brazilian bass
de706214-32bb-4b52-9bb4-463aec11bcd3,techstep,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
507757f0-a63c-422b-93f1-f1d77462033f,psychedelic folk,d698ece0-6fed-4262-b446-42c98b73b65a,psychedelic music
f6cd97fb-7c7c-483e-9f98-e5c0abe1b1b2,electro-disco,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
7321525e-30a2-441e-aeb1-549f47f6a26f,budots,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
8a5393de-f9eb-41ca-beae-03282d4783c7,future rave,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
be85b02a-9cb7-47c8-a6c6-a214dde4b2b7,post-dubstep,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
31880ede-b5a4-48c0-b15a-dddc030d25c2,glitch hop (EDM),3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
f6412203-84a7-45db-9245-c4d57c36515c,nerdcore techno,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
3a9b4cb1-a189-437d-85fa-c55d9c59415d,free tekno,660e755a-1b66-440b-9b7c-fbcf245f4415,rave music
b931157c-80f7-42bb-b16d-24245fb4fe58,hypertechno,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
fb2853d4-76fa-4c75-83f0-970894e342e5,krushclub,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
5338769c-f422-4222-bfc3-b5d84d197d73,slimepunk,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
3246236f-45aa-4637-a510-1cbbd338616f,J-euro,8de96944-cabb-4864-893a-ed072d802046,Eurobeat
69dbea9c-13d6-4038-acdb-5232e06e236c,pìobaireachd,6ed4e4d1-9a97-4e2c-b8df-083754f154f4,art music
2deff918-d95f-4871-ae85-61ecf5dfce00,wyrd folk,507757f0-a63c-422b-93f1-f1d77462033f,psychedelic folk
77f67575-46ed-4447-afc1-ebcd2ab36b66,Paisley Underground,6c207307-cac0-43cf-be8f-e2dde68a92f1,jangle pop
54bfae60-074c-484d-90c4-260135823190,noiadance,7201af41-f0f5-4b21-b09b-d0bf86e7b3e6,Dutch house
4dece336-1f30-473b-84ee-5f1979d6a174,frevo de rua,7a438d39-ae0a-4383-993d-4167132d37f7,frevo
79941409-5b1f-49ab-a56b-b054a0957989,frevo elétrico,7a438d39-ae0a-4383-993d-4167132d37f7,frevo
6e2e809f-8c54-4e0f-aca0-0642771ab3cf,electro-industrial,53ceafec-ced4-4bec-ac57-d00cbf3a0c29,post-industrial music
d86535f2-0a13-46b1-97a4-024ed9c9002d,tropicália,7b447f98-1e94-4e57-9bb8-373743fbcdd8,música popular brasileira
57b55668-3af7-4d3b-a4a7-c1318b09420a,sitarsploitation,1b757a82-3b28-4522-81d9-82d3d10b00c0,exotica
5144fcc9-6cc7-471f-ab78-565e57b77192,bacardi,8894628d-7f01-4936-913f-949fcf6ae91b,kwaito
310c2c5c-38a7-49ce-9d24-6f27e22bd203,boogie-woogie,fe12b346-a10e-450f-bf81-fa20894b5ea2,blues
8164d906-055d-4ca8-9ab2-14204b301cc3,electric blues,fe12b346-a10e-450f-bf81-fa20894b5ea2,blues
1a46845c-ed4d-48c5-a93f-45bb85cf56d1,country blues,fe12b346-a10e-450f-bf81-fa20894b5ea2,blues
b295cc86-8799-49aa-991b-8ba215314832,concerto grosso,7969288f-182d-4cef-b68d-870cc4c753da,concerto
c988e593-ee53-4b23-a99f-7a9b75d58acd,dance-punk revival,509c006f-67c2-4c54-a568-d2b415cb0642,dance-punk
c988e593-ee53-4b23-a99f-7a9b75d58acd,dance-punk revival,b8495241-e3c7-445b-82db-cea5ebe9ea7a,post-punk revival
f4462d4b-c7c1-4579-a0f9-907015ac9aee,jerk rap,0822d395-7bf7-4b43-b944-54c4457f76c1,hyphy
00488539-6086-453e-a0e4-58be76ba6475,contemporary worship music,ebe9d6f6-265a-4234-89c5-f444e2765616,church music
0e5cd439-5448-426e-bab8-c8492676521c,Neue Deutsche Todeskunst,c4a72fcd-e291-43c8-a546-9ce1764ff31b,dark wave
8b945b77-ccf8-4e55-a9a5-103cca5c1c96,comedy rock,119ecf69-7d87-4f63-bc83-2959a0111a55,comedy music
13fda64e-92c7-4f49-ac68-bc4255f3548a,cumbia norteña peruana,8174d410-97d7-4f27-8ca5-a714a5f1f1cf,Peruvian cumbia
c6eb7df0-5bc6-4ac6-8bca-ad4701eab1c0,Ambrosian chant,f1934903-1841-42bf-90e7-302359efeb30,plainsong
511a3aa8-abdb-4e63-b11c-2d50ab19b373,ghettotech,75ddea23-a5f4-466c-951c-900d45fc352c,ghetto house
7c0d5f16-ab20-44f0-ae17-ff143a22f359,bounce beat,6a84e9c9-87e8-423a-8c14-6d176d2a26b8,go-go
84f3a444-de9a-49dd-9d29-55242e3612e8,thall,2c63c5f4-280d-466c-bcd1-7905a4795d5b,djent
6cec5b4d-3c64-44a6-914d-3e833432f631,folk punk,8cc9b280-230b-4a3a-b1e2-8acab0744dd3,punk music
4a3546b4-ec9f-431f-8532-55434f1038ea,pigfuck,8cc9b280-230b-4a3a-b1e2-8acab0744dd3,punk music
9e5374b1-1f09-4c27-827a-d4e6aff4cc29,drone metal,cc28f5aa-5e19-487c-88e1-e56b022f1fdd,metal music
803ee1ab-e961-434e-a53f-424a405f6342,New York drill,1e5e18e5-4e70-4a73-942a-c6c79c1aefe2,drill
eada8627-d6ac-4d03-80d8-5d39de65d462,free car music,1e5e18e5-4e70-4a73-942a-c6c79c1aefe2,drill
da66b9b3-9c4d-4a7d-a31a-fdfa4c0200ad,philly drill,1e5e18e5-4e70-4a73-942a-c6c79c1aefe2,drill
f914f629-664f-4f20-9538-6ca0cb70f5b5,gamelan gong kebyar,c497c08a-22b3-483e-b1cf-abd4a1469fe3,Gamelan Bali
51d1862f-6f48-4660-8669-f3bb1bc06a15,wa euro,bab69b07-8bb9-4415-b666-c37609cef80b,club/dance music
51d1862f-6f48-4660-8669-f3bb1bc06a15,wa euro,e5bba957-8c91-496a-a675-c6d0c6b51c33,club/dance music
94338c63-5167-4e6b-ad36-38cbaca22583,mugham,3e298bf0-de7b-4d66-ac14-b8f82e379291,maqāmic music
507757f0-a63c-422b-93f1-f1d77462033f,psychedelic folk,c11e4253-a888-4a2a-adde-c274b748d0b3,contemporary folk music
8a8bdf57-d3dd-4c2a-86a9-2eab2775c728,Ottoman classical music,3e298bf0-de7b-4d66-ac14-b8f82e379291,maqāmic music
997e11a2-e5be-4e96-8bf4-7008d9fa155a,dechovka,38a86b54-04dc-4679-90cb-63975ce7c655,brass band music
146ef761-5ad9-48b4-b0b3-483104f7da48,psychedelic rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
b7bb11c3-bb83-4047-af65-1e8aba89039f,garage rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
fb07b1e3-411d-4146-a0d6-3479c0e7557b,country rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
b4b184b7-6224-478e-a273-f9da9ee30136,rap rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
5eea976c-1ab2-4d94-9b63-7d1297d5dba5,jazz rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
ffbc9907-c9be-4ace-876b-b7fd5b9d51f9,industrial rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
4292ce34-3fe5-4ad5-b229-48f8185a3267,embolada,6b9254d5-cb21-4605-b3b1-19262a06d716,repente
93ebcf80-bbe0-4e0d-ba0c-0591df462d91,flamenco jazz,57ab94f1-8407-45d5-a9d4-16c339bd86f0,new flamenco
3a9b4cb1-a189-437d-85fa-c55d9c59415d,free tekno,ed2e5e6b-2af6-4c7c-a9fb-e2e886bfda38,hard techno
4311c12a-ff5c-4099-b10e-a17470356412,new jazz,9a339aa8-a0e5-450c-95a7-b11517bb508f,trap music
6181a758-eda0-487f-85b0-ed4758485936,Bhojpuri pop,18487371-4890-4e10-be97-9f59da1cec76,Indian pop
9f7c0c5a-9a5e-4bbc-bf98-036d2d98bbe3,crossover thrash,055a6e4d-d929-42ac-ba7a-9d063b254ea5,hardcore punk
a93d203b-7399-4bcb-8600-579a508698d9,art song,bf9955d6-c3eb-466d-95ca-30f3848fc9ea,classical music
2bc5a478-0f82-4d2f-af42-f862a95c354a,ballet,bf9955d6-c3eb-466d-95ca-30f3848fc9ea,classical music
59245ad7-6eb1-4abc-a172-c644b9bdfa52,Romantische Oper,56e0b906-1018-4a55-8ec7-86746272116e,opera
b1856899-cd57-4b51-b438-0c49786aeffd,sexy drill,803ee1ab-e961-434e-a53f-424a405f6342,New York drill
013161b9-3f21-468f-aa1f-28adf1eae085,baggy,ceeaa283-5d7b-4202-8d1d-e25d116b2a18,alternative rock
31e04673-75cd-4ae0-af3c-ad9081e39f5b,British rhythm and blues,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
77a3669c-d74b-4a08-aa68-d8858bac931a,samba-canção,2447a0ec-e65f-48c7-b402-05cfe5c62cb7,samba
6889a005-a736-4131-b399-510094d86db0,Baltimore club,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
79fb8e4d-f508-40c3-9043-524811ee9897,bongo flava,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
b4b184b7-6224-478e-a273-f9da9ee30136,rap rock,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
44c375ed-1041-4aa7-a2a0-05fb28135da3,crunk,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
03a8749c-93e6-4b71-8204-b33de116d8fd,underground hip-hop,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
12b013ff-cf03-4fa0-8e1b-c9b7f5d27f90,hardcore hip-hop,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
aa92e307-b2bc-4802-8953-48b8c912fe9a,political hip-hop,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
f696d3a1-2c11-46f0-834e-2d9659bc173b,pop Sunda,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
4c342c83-bbf6-4ece-954e-d852723000f4,Guggenmusik,28810f27-a1b7-4719-abce-368d6261385a,marching band music
7d261844-0aa2-481a-b573-3e467133e886,reparto,1523fb0d-3603-485b-b126-94b8718dcb3a,cubaton
db233525-d84c-4073-980b-a418b6ffe968,beat fino,dfdf3e46-3b2b-417e-9346-86f9a5bac360,Brazilian funk
19f54987-35b9-499e-81b2-a0402135a195,Ashkenazi cantorial music,6cd00547-6ee7-4b87-8325-b43e614f3047,chazzanut
4519564f-98ae-4c33-af8d-e9968ea41ab3,Brazilian phonk,a9f57c3b-fede-4e59-b3fa-15cc036b210d,funk mandelão
4519564f-98ae-4c33-af8d-e9968ea41ab3,Brazilian phonk,5a401ed0-7024-40e5-981d-4aed335fe2f4,drift phonk
eddcea5d-8204-4ad6-9cef-42f8d009cd50,trapfunk,dfdf3e46-3b2b-417e-9346-86f9a5bac360,Brazilian funk
c6ec2a15-e040-4b2b-aced-5dee7ba526f3,drum and bugle corps music,28810f27-a1b7-4719-abce-368d6261385a,marching band music
7a26b24d-2405-40b3-b2fd-ff5f9c90ff05,ritmada,a9f57c3b-fede-4e59-b3fa-15cc036b210d,funk mandelão
54bfae60-074c-484d-90c4-260135823190,noiadance,dfdf3e46-3b2b-417e-9346-86f9a5bac360,Brazilian funk
e8856e91-becf-4b0c-9c88-ef3e3af7a9c9,funk automotivo,a9f57c3b-fede-4e59-b3fa-15cc036b210d,funk mandelão
1aa9ef73-2d01-4bd6-9cc2-b6de4e858eb4,kakawin,18df26c4-bcf6-4c91-8c62-8791c2fa1107,Southeast Asian classical music
fb2853d4-76fa-4c75-83f0-970894e342e5,krushclub,72fc5ddb-2c22-4f87-9511-fd16a7813f5c,HexD
2e3fb1c9-5e3d-4699-9162-205087afa67c,Chinese literati music,4e4c4eac-fb33-4d31-8797-26adc0da0341,Chinese classical music
a3a91d37-5816-4bd5-ab37-ec5a6d455ebd,ambient plugg,213ac446-424b-43d9-8131-1ff1a23d192c,plugg music
ba7ff630-3168-4b9e-9d05-094943af8d50,microfunk,8f910197-1389-4924-8428-64d9b6e2905f,minimal drum and bass
2808ca51-a7c1-439b-9ea7-53f66917b9f9,beach music,31be54b2-4d0c-42df-aa44-c496c7b4c3c3,rhythm and blues
10fd28e3-51aa-4110-a3dd-032d8a141f99,boogie,31be54b2-4d0c-42df-aa44-c496c7b4c3c3,rhythm and blues
31e04673-75cd-4ae0-af3c-ad9081e39f5b,British rhythm and blues,31be54b2-4d0c-42df-aa44-c496c7b4c3c3,rhythm and blues
b612bf3b-65fe-42d0-9a2f-1d90872ccaee,progressive country,5f665615-7fb3-49d8-b541-62a7b239edbe,country music
3e426ac8-6303-41fe-9493-c7ff9d46b005,Brit funk,fe4ba6a1-9873-4fd0-a12b-a70c81818514,funk
995834dd-a1a0-4514-ae51-8af2be62f1d1,technoid,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
4f2cd717-7259-48df-8d0a-c17ccd9203b9,melodic metalcore,62f88295-0605-4ce8-958b-2e0063ece47e,metalcore
59245ad7-6eb1-4abc-a172-c644b9bdfa52,Romantische Oper,bdebe8fd-c5b6-4b89-bb2a-ece612f1caa7,Romantic music
f28daa06-8447-4cdc-bb32-73f6d709252e,bachatón,bb14fb18-af6b-4547-9130-47fc4b208f48,reggaeton
28f8cf28-d1d6-4df9-8bee-ab0c6a9f0721,Neue Deutsche Härte,7983ff25-ddf9-411e-a7f9-6cca238bff79,alternative metal
0caaa092-27c4-413e-841c-7c4deeec57a7,funk metal,7983ff25-ddf9-411e-a7f9-6cca238bff79,alternative metal
57159d7c-faa8-4266-abe1-7504e312fc88,tribal house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
05247982-e44f-4c58-96f8-a5453be69f5f,electro house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
70adb285-e1f7-458a-823f-5cbda5e291c4,progressive house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
092f40b5-9157-41f2-8243-68b704cd0ed1,garage house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
62e4c7cb-a2b3-462b-8d96-1b0d66ee6cf3,funky house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
8894628d-7f01-4936-913f-949fcf6ae91b,kwaito,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
a1a7b40d-f6e6-48c1-a5fc-b15af73d7381,bluegrass music,5f665615-7fb3-49d8-b541-62a7b239edbe,country music
b739a895-85ed-4ad3-8717-4e9ef5387dd8,dance-pop,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
650bda08-20ca-4012-b873-3b68c5768bdf,blue-eyed soul,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
7edde935-8094-409e-ba33-34779b4668f8,schlager music,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
6fd83b83-9b63-47fa-a208-5f9e762f40ab,bubblegum music,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
24db3574-7c54-4d9b-b238-8d17eb7e8d63,dark electro,f3818817-6235-48d5-82f7-b223eb0261d9,electronic body music
0c7e242a-ce78-4b34-becd-7b1a91529a0b,military cadence,4d95a70b-1efa-4f8e-9161-781621a2f1a3,work song
5bcd2de1-8606-41ce-afa6-4f3e53f215e8,American gamelan,404a769d-cc30-431a-9ca9-1091cf0c833e,gamelan
31556186-a110-4a3c-8e50-c16b68c183b5,Argentine cumbia,7cd4173c-fef8-4e99-a527-98a25b6487c0,cumbia
013161b9-3f21-468f-aa1f-28adf1eae085,baggy,cd99451c-f6d5-47c7-8d49-6c08b51e61aa,neo-psychedelia
6889a005-a736-4131-b399-510094d86db0,Baltimore club,3b8f3f65-6caa-47c8-b076-fa59dfb69c43,breakbeat
13b9a3d0-cadd-483d-9bf5-9c2b32a946a7,speed metal,a6719055-99c4-47eb-beaa-71081f2376f9,heavy metal music
aa5f0254-403e-496a-a388-c01abf62f39a,stoner rock,a6719055-99c4-47eb-beaa-71081f2376f9,heavy metal music
e195386e-6140-4b20-be18-4fbe4fd6ea5a,boogaloo,31be54b2-4d0c-42df-aa44-c496c7b4c3c3,rhythm and blues
18797864-41b0-4602-8241-adbee761774c,2 tone,65877068-2116-4af6-89a2-838179a7e103,ska
aa5f0254-403e-496a-a388-c01abf62f39a,stoner rock,51cb9f91-e6a2-41bf-891f-e78e3f1e52ab,hard rock
15d97569-718a-42e6-b740-c80b8aca8de5,rautalanka,6b3903aa-8abe-4645-b363-558483b1586f,instrumental rock
8cac332f-48e0-4e20-8a00-6da8b353c3a2,indeterminacy,68c81274-5770-4e7b-a4bf-ab0d7d425d99,experimental music
b37aef4d-0029-4fc7-b634-6338197335a8,G-funk,fe4ba6a1-9873-4fd0-a12b-a70c81818514,funk
6de58694-aabd-4600-9cd8-095e724a86c8,ars nova,4fc769b7-acac-4061-9129-ee8c6875b4c3,medieval music
fc736acd-9413-4b86-b8d4-47e9ce61d561,viking metal,12568698-97cc-49a9-80ab-9c5e3fe4dd33,black metal
bbc4731e-f44c-49d4-94df-e1bcfb39bccd,Old Roman chant,f1934903-1841-42bf-90e7-302359efeb30,plainsong
b612bf3b-65fe-42d0-9a2f-1d90872ccaee,progressive country,8d275a8d-154a-4bcb-8b5a-f56306ad4bcb,progressive music
2b6ccba5-24fd-4741-a151-f8da4f1af089,Anglican chant,ebe9d6f6-265a-4234-89c5-f444e2765616,church music
650bda08-20ca-4012-b873-3b68c5768bdf,blue-eyed soul,1b5e7b16-336b-473e-a364-5120413a9827,soul
62065a7f-c26c-4c27-8ac6-707437acd52f,nitzhonot,ade8f293-c049-438a-a5f0-b51e6776d9c5,Goa trance
8ae6fbbe-2dd0-432e-a176-6678f48dffb4,bassline,95c57cd7-7fb8-4405-ade1-775c2d27e54e,UK garage
b4b397c1-c3e8-4b8b-af20-be6fdac65994,ambient trance,7232e5df-8466-421f-ad5a-ce2048e5522d,chill-out music
68bbe7de-b2df-47c2-87c4-19ec6306a92f,merenhouse,3f5f955d-f505-484a-b397-d0bf0760d8f3,merengue
bf6e759d-4d1c-44df-bd3f-0b4ebc971ef7,kai,c7f35b3c-a36c-46ce-8522-9919fdbe1ddf,Central Asian throat singing
15d97569-718a-42e6-b740-c80b8aca8de5,rautalanka,b76ee78d-ec97-49e9-8ea6-cfc46ecc3b23,surf rock
5bcd2de1-8606-41ce-afa6-4f3e53f215e8,American gamelan,e328c306-8e35-46d2-93c3-623412ec7c13,modern classical music
49adfa62-f3d8-47ce-90af-5ef37b04508a,fife and drum corps,28810f27-a1b7-4719-abce-368d6261385a,marching band music
0bc9836a-a845-44b4-bc5e-e321d075e18d,Baisha xiyue,4e4c4eac-fb33-4d31-8797-26adc0da0341,Chinese classical music
bbc25216-ae79-43a7-8f5e-a0580afe3c45,battle record,3a1b23c7-881b-4e61-aa7f-82cea01030f8,sound effects recording
b9287de8-064d-4ab6-93e2-ad0b802fc652,gamelan beleganjur,c497c08a-22b3-483e-b1cf-abd4a1469fe3,Gamelan Bali
24db3574-7c54-4d9b-b238-8d17eb7e8d63,dark electro,6e2e809f-8c54-4e0f-aca0-0642771ab3cf,electro-industrial
6573896e-5e5e-48d9-b030-4cf95e7ac861,hardcore breaks,1c5db6d3-9ce6-48c0-9bff-e29f7d7cb1af,breakbeat hardcore
ccd103a5-bf71-43a2-b715-244a81ac9950,bounce music,7abbbbea-21ea-4167-bcea-48147bf642b8,Southern hip-hop
1ff6cfb5-ff2b-415f-86b8-22951db5f72a,death industrial,060beed7-e597-4c42-8e25-5bf8bd5dd3cb,industrial music
a66b92bb-79dc-48ba-b9c8-bd501b984e2b,electroacoustic improvisation,6a1ba2f9-1e5b-446f-9ffa-c0b0963aa08f,free improvisation
c4a72fcd-e291-43c8-a546-9ce1764ff31b,dark wave,f6d8cadd-6a5e-4ec9-9c2b-996b5332a639,post-punk
9c143ab1-1506-4134-ba40-1660fbad7f51,ambient dub,7232e5df-8466-421f-ad5a-ce2048e5522d,chill-out music
8679420c-a3a6-4cf6-896c-ba9a6564eb9f,pop raï,deec5f2f-ccfc-4e0c-b1ac-8e5a17cd5cb7,raï
351424dd-91a3-4cf2-9edb-5df647743ec0,nu-disco,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
4e45ed10-6896-4911-8b5d-366f38af0f40,spacesynth,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
619c5945-6484-4a68-96e9-a48d4a4e1f73,deathgrind,093149ea-d1bc-4f93-bd5a-8fdcd055ea2f,grindcore
5549175d-c972-4038-b610-57e482c83608,Eurotrance,2afc2320-384f-43a4-a71e-1b763c485045,trance
f4dec9c1-abe2-4f3f-adee-5aa8f395d5ce,vocal trance,2afc2320-384f-43a4-a71e-1b763c485045,trance
1d6489a9-5837-43c9-8155-94a126e8a951,emotional hardcore,aec382b7-b635-470c-9051-2f84e0b5ea1e,post-hardcore
e02fc980-b842-4979-aa7d-d8803eef08dc,tammurriata,00b4ef05-f026-420c-8850-18d8d6665268,tarantella
a66b92bb-79dc-48ba-b9c8-bd501b984e2b,electroacoustic improvisation,463066ef-ac54-4dae-9c83-73824c2c8432,electroacoustic music
e5abef91-49eb-491c-b0ce-c6dd4e1f2d19,avant-prog,65c97e89-b42b-45c2-a70e-0eca1b8f0ff7,experimental rock
44c86fca-a84b-4967-abea-a3b5757c19b7,chopper,12b013ff-cf03-4fa0-8e1b-c9b7f5d27f90,hardcore hip-hop
073f0dc7-e49c-4170-ba88-655597f0cca4,Hamburger Schule,ccd19ebf-052c-4afe-8ad9-fbb0a73f94a7,indie rock
edd74ef3-a9a4-4a14-8bea-d063ab03af96,cakewalk,d017dd87-704b-4ad4-8b67-39fb401b8339,ragtime
a78fa973-0554-40d7-a361-270974a2cd22,muziki wa dansi,215a1932-5ca1-4316-9378-9cdccc6d389c,soukous
b4ed04e9-3f9c-45b3-acd4-e99e0cbc4625,tarana,92ccf7a7-c886-4e06-9aff-e432593653df,Hindustani classical music
28f8cf28-d1d6-4df9-8bee-ab0c6a9f0721,Neue Deutsche Härte,d4df54b5-67b4-4fb7-8f73-79e71717a501,industrial metal
9094f251-8379-4ced-9541-a1c91045c327,neurofunk,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
d046f0ec-8555-460b-9c48-54c3bb6c8f32,seggae,9e5dc752-6f6b-460a-9068-e9220394d7b8,sega
e5abef91-49eb-491c-b0ce-c6dd4e1f2d19,avant-prog,b1c0c2ad-e5ae-4bb6-a1be-d66e195fd2d7,avant-garde music
7f427215-ec5a-4c44-b287-ce501c2efa7f,rasqueado,8f34dcd7-4e90-4bec-ba28-872da1eda808,sertanejo
5ca92d4c-1d4e-4964-be1b-8e1fd60c15a6,pasodoble,6036174f-0320-4901-a4da-6c4621bb2418,march
1ff6cfb5-ff2b-415f-86b8-22951db5f72a,death industrial,18527512-634e-48bb-81b2-6bfcf1818b95,power electronics
29abdef9-c36c-41e6-a23b-045681e852bb,tondero,d7987fd0-82d3-4800-b4a7-da11e77f6b2c,música criolla
2073df12-7283-4f2c-b616-212cf592e91a,bard rock,de9595eb-cd33-4993-8b88-05078c77d1b2,bard song
26685717-e1b6-4b27-991f-8a8f982c19af,Beneventan chant,f1934903-1841-42bf-90e7-302359efeb30,plainsong
18dda576-d72c-42c2-8bb4-538e056ac4b6,tembang sunda,18df26c4-bcf6-4c91-8c62-8791c2fa1107,Southeast Asian classical music
260d4de7-5202-46e5-9af6-8ad8fc61b5b2,fife and drum blues,fe12b346-a10e-450f-bf81-fa20894b5ea2,blues
0a7624fd-25b3-4153-b804-e99f49d8bf15,overture,4ae63770-68af-4fae-b0f1-5e53f372c743,instrumental music
53ceafec-ced4-4bec-ac57-d00cbf3a0c29,post-industrial music,060beed7-e597-4c42-8e25-5bf8bd5dd3cb,industrial music
299c1b38-5c7b-4dfc-ab3a-f541c936987a,microsound,3832a068-e169-40cb-9638-d0b04342f3a3,experimental electronic music
8bf3c587-1cde-4d44-91c4-d2d60e17783a,Sufiana kalam,3e298bf0-de7b-4d66-ac14-b8f82e379291,maqāmic music
bc9f1bcb-834b-42f7-8303-e62e9437e1a8,process music,e328c306-8e35-46d2-93c3-623412ec7c13,modern classical music
d6d14bcf-016c-4b03-9d74-b112f2d97f22,neo kyma,a74bf60f-2df6-46dc-b640-3ae22a3872f1,éntekhno
ed24e4f2-0632-4634-b08b-ceb8b29872ec,country yodel,d988e7a5-c7e1-474c-807a-cb4434564b20,yodel
ed24e4f2-0632-4634-b08b-ceb8b29872ec,country yodel,037150a6-d83b-4307-908a-84201867186d,traditional country music
77365c92-f25b-4ed3-8d02-03aae8b6df0e,pop metal,cc28f5aa-5e19-487c-88e1-e56b022f1fdd,metal music
de9595eb-cd33-4993-8b88-05078c77d1b2,bard song,455f264b-db00-4716-991d-fbd32dc24523,singer-songwriter music
13a4ac4a-8291-4a03-ab7b-311dec6457de,experimental hip-hop,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
f6a96189-54e5-4a45-8b39-46153ca26f40,genge,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
146ef761-5ad9-48b4-b0b3-483104f7da48,psychedelic rock,d698ece0-6fed-4262-b446-42c98b73b65a,psychedelic music
3c31635b-a5a7-44eb-ab9d-4bbde11da2d4,free jazz,8d901306-d4a3-436c-a1c3-75550e5b6eaf,avant-garde jazz
b37aef4d-0029-4fc7-b634-6338197335a8,G-funk,bc8c2f79-dcea-43f3-962b-f0663868d42c,gangsta rap
1b757a82-3b28-4522-81d9-82d3d10b00c0,exotica,ca06817d-8622-4120-b49d-96921c8bb767,easy listening
f3bab7c4-d649-4738-8a9a-d3874650c485,skweee,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
660e755a-1b66-440b-9b7c-fbcf245f4415,rave music,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
5c1976f4-700b-4737-95a6-fee0fa0a8442,changa tuki,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
f5ebef72-89dc-4c1e-a099-5917bf1abeb3,graphical sound,89255676-1f14-4dd8-bbad-fca839d6aff4,electronic music
c9f8b4ce-1f3b-4c6e-aa46-805e8672a7c0,Korean revolutionary opera,e519a23f-ab61-47be-a931-f52a4a6b0f6b,Peking opera
8aad8a03-be38-48e4-aa43-5ca0f826c569,breakcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
