mbid,nom,parentMbid,parentNom
761ffbc8-7223-4106-b6d2-86049c93558c,rabiz,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
e8a3ec42-4427-4365-8180-f1e05b46459e,thrashcore,cc4cf136-5690-4ee3-a62b-b172febfe322,thrash metal
34cd43be-4711-4e77-a25c-c6d6a4bf3cb4,piano rock,797e2e85-5ffd-495c-a757-8b4079052f0e,pop rock
7aae791f-dfff-4910-b133-ba1b9e9c1560,ragga jungle,0d15e596-3374-4590-bdb0-0a95d38ab4dc,ragga
2df69460-a03a-4557-8b0f-0bf95b8b0d36,Balearic beat,7232e5df-8466-421f-ad5a-ce2048e5522d,chill-out music
6af98bb7-9232-48a7-b559-5f27dcbff3c2,barber beats,7232e5df-8466-421f-ad5a-ce2048e5522d,chill-out music
59b8a806-8bdd-45b5-978a-b5e404c910aa,honky tonk,5f665615-7fb3-49d8-b541-62a7b239edbe,country music
a6e22eba-5f6f-4042-befa-a6c881eec0e2,diva house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
14e05f33-e086-4232-8e62-ef4b2ae05c38,Latin house,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
2df69460-a03a-4557-8b0f-0bf95b8b0d36,Balearic beat,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
a9207ed8-8173-420d-a8d7-5add746d7304,Japanese artcore,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
34dd0158-f504-499b-be6e-7e38ae35bb83,partyschlager,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
b8495241-e3c7-445b-82db-cea5ebe9ea7a,post-punk revival,f6d8cadd-6a5e-4ec9-9c2b-996b5332a639,post-punk
ceadd212-a669-4981-b05c-7e8889df55ae,power noise,89c7c9b3-215e-482f-bce3-3219ffd0a222,noise music
e07f0fb2-8a7d-4436-8745-b8d26f9a2d6f,riddim,1b50083b-1afa-4778-82c8-548b309af783,dubstep
f9720c77-3574-4fe8-823b-c290b117222e,electronicore,62f88295-0605-4ce8-958b-2e0063ece47e,metalcore
2bd1ff1a-777d-4c5c-a1cb-92792adcf10c,death-doom,db815815-60fe-44a3-9859-2232df479dc9,doom metal
f07bf7f4-1b55-42ea-8c4d-9906fce84cdf,boogie rock,58e325d5-54fd-4e98-b39a-3aa6bc319273,blues rock
f1eaf2fd-46de-4ee3-81b8-5c064a33ce82,liquid drum and bass,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
4dbca7ea-9bea-4c14-a819-cefa071127fc,drumfunk,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
5766df26-70b6-45ac-a0e2-cf5f4b1fd1ac,jump-up,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
6bd228be-3374-4c4e-bc0a-46779fafe8f1,progressive trance,2afc2320-384f-43a4-a71e-1b763c485045,trance
21326c45-a01b-4438-ac08-fed83d87c423,trance 2.0,2afc2320-384f-43a4-a71e-1b763c485045,trance
0c516b77-4590-4db7-93ba-9c2fa6f2a737,Donosti sound,f390be72-360b-41bb-a310-6a2e638779d2,indie pop
c9a21345-203f-4752-9fc9-a23b16e6fdc6,sokyoku,9a8b5ca4-6a47-4ede-8c6f-90ce1ce3d2bd,Japanese classical music
ed927354-2410-484e-823d-e2f10910226f,Thai classical music,18df26c4-bcf6-4c91-8c62-8791c2fa1107,Southeast Asian classical music
c966bc7d-d208-4043-bd58-7e961d1abe83,early reggae,02b2f720-d06e-42ce-85c2-1ecd4191ffcb,reggae
f2d4991d-97fa-4c1c-8e09-15ec7668aa43,roots reggae,02b2f720-d06e-42ce-85c2-1ecd4191ffcb,reggae
57ab94f1-8407-45d5-a9d4-16c339bd86f0,new flamenco,961c6dad-8cf0-47ab-bc09-ccd011f9ef28,flamenco
8d678143-64c5-4c4b-acbe-86810e5b1817,rumba flamenca,961c6dad-8cf0-47ab-bc09-ccd011f9ef28,flamenco
ad41288f-0803-4e2e-859f-148e7f7b2eae,D-beat,055a6e4d-d929-42ac-ba7a-9d063b254ea5,hardcore punk
0cd76818-fdde-4f56-93a1-040f09ca7f23,noisecore,055a6e4d-d929-42ac-ba7a-9d063b254ea5,hardcore punk
8e30c7c0-f268-4138-9aff-1403e07eb2c6,psychedelic soul,d698ece0-6fed-4262-b446-42c98b73b65a,psychedelic music
27b1c4a7-07f9-4dee-9362-b16530b5c73a,quiet storm,a1f1dcc8-6078-4c12-90b7-47e3080e330c,smooth jazz
ccd3d9d9-a5d6-43c5-b328-dae1aeeb9c36,chimayche,4007fdfd-f036-4ba8-8021-f7763037fc26,huayno
e16c5953-fcbf-4d5d-b344-1e0a9d43d4a4,funk proibidão,62619990-1f83-4043-9cd5-df3e8110f2dc,funk carioca
a833a00d-97f2-4e2e-be8f-1b4ffc9f2972,seresta,071701ff-80ab-4896-b8ac-605ec93a2255,modinha
23e3d253-a8c6-4c77-8d82-5b7afc3cc360,sertanejo universitário,8f34dcd7-4e90-4bec-ba28-872da1eda808,sertanejo
12d11d01-cecc-4f9b-8d3a-99e4590952fe,brutal death metal,eacfa027-2fad-413f-a2f1-80fa43674f0b,death metal
ea1dbc68-c880-4487-8656-6c273acb948e,sambass,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
66d01f06-21dc-4216-ac63-c5efb7b6338e,horrorcore,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
3385bb64-94ae-42bd-b43b-b8785835cfe7,punk rap,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
52349b68-9cad-496e-8785-00d53f410246,Afroswing,52faa157-6bad-4d86-a0ab-d4dec7d2513c,hip-hop
18527512-634e-48bb-81b2-6bfcf1818b95,power electronics,89c7c9b3-215e-482f-bce3-3219ffd0a222,noise music
5cb5960d-92b6-4a08-a4a8-8261216712ab,black noise,89c7c9b3-215e-482f-bce3-3219ffd0a222,noise music
684072e2-ebbf-4962-8634-8ba4a1f03b3a,Colombian cumbia,7cd4173c-fef8-4e99-a527-98a25b6487c0,cumbia
0d9335ad-25ed-465e-8321-69e6b96e7cd2,Quebec chanson,b7864789-29e6-4965-84e4-463baaa869df,chanson
7232f728-cc2d-4e55-8504-2e230860b422,chanson réaliste,b7864789-29e6-4965-84e4-463baaa869df,chanson
d03d0c50-c6f4-4539-b18f-1ea0e75015ac,yakousei,d181e978-c908-4f33-b2a2-f7454d0cb2c1,Japanese rock
34dd0158-f504-499b-be6e-7e38ae35bb83,partyschlager,7edde935-8094-409e-ba33-34779b4668f8,schlager music
9b78ee2c-88e7-44ca-9349-2f929931a125,frevo-canção,7a438d39-ae0a-4383-993d-4167132d37f7,frevo
21295cd9-a4e6-49e8-92cf-e5c2001c041b,frevo de bloco,7a438d39-ae0a-4383-993d-4167132d37f7,frevo
905cbc3e-31cb-40c0-bc3c-bee506e1a4a8,mood kayō,7054e8e2-7c7b-4432-83b9-93423b361792,kayōkyoku
6654e7a7-ef36-425e-bea3-587e27a3719c,udigrudi,507757f0-a63c-422b-93f1-f1d77462033f,psychedelic folk
619cc010-2e43-418f-8f4e-4a69b8a53e12,holy minimalism,8d9a00db-0b8b-41ff-9af7-d0f96793bdc5,minimalist music
6c207307-cac0-43cf-be8f-e2dde68a92f1,jangle pop,ceeaa283-5d7b-4202-8d1d-e25d116b2a18,alternative rock
93244085-20e5-4f16-9067-1d19143b3810,classic rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
00055e8b-b951-46e2-af1e-58b5624e7952,acoustic rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
637d81ef-90b2-4385-9726-5ecf47daf4e4,new beat,f3818817-6235-48d5-82f7-b223eb0261d9,electronic body music
f9720c77-3574-4fe8-823b-c290b117222e,electronicore,aec382b7-b635-470c-9051-2f84e0b5ea1e,post-hardcore
0d7ed299-9a8b-4819-ba00-9a188a8f57e8,freeform hardcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
daf32434-30c9-4f25-8e5e-5f434dfe2016,hard renaissance,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
6d12e828-40a5-4ebc-a5b0-aa5506e2efd0,digital hardcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
576ebd6b-d72f-4311-b445-cd30a1b6cb5c,Belgian hardcore techno,660e755a-1b66-440b-9b7c-fbcf245f4415,rave music
cb27e80f-44d6-478c-b30c-59dddbfa73fa,hardtek,660e755a-1b66-440b-9b7c-fbcf245f4415,rave music
4cc411c2-ec68-4aeb-8af5-d690e96eba88,future funk,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
de3f8f85-1d8a-499f-9a1e-edad65a26dad,Amapiano,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
47df9270-9259-4a60-ac10-086982b8622e,Brazilian bass,a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,house music
f1934903-1841-42bf-90e7-302359efeb30,plainsong,ebe9d6f6-265a-4234-89c5-f444e2765616,church music
92eb009d-ddeb-4004-9ad6-3fd3a9785d9a,Catalan rumba,8d678143-64c5-4c4b-acbe-86810e5b1817,rumba flamenca
0a85eddc-6edc-420e-9062-2e67f8b5ba40,mélodie,a93d203b-7399-4bcb-8600-579a508698d9,art song
27b1c4a7-07f9-4dee-9362-b16530b5c73a,quiet storm,d4eafdc7-1a86-422b-b598-79e6bb81745c,smooth soul
f04fc239-2da9-4bf2-82d6-f54137bd80bd,banda music,c5c255f9-a93d-4940-9c17-223ac887958e,regional Mexican
5b4f9d07-d830-4ee6-8cbb-7e0dccfb7eb0,mainstream hardcore,2f2118d7-315b-4241-bf40-d5d6ca11348d,gabber
e031ab53-f85c-4d6a-a932-4000666e54de,hip-hop soul,4bb4043a-0ee5-4b84-93fa-6ba4567a6ba0,contemporary R&B
dcec1fd1-2b8b-43cc-aa45-f67f051ff8ff,baqashot,f8856492-37ee-479c-9f1b-f9afa5cd5db9,piyyut
4880e6af-9ac0-409a-b4de-fa8ea388a08a,zemirot,f8856492-37ee-479c-9f1b-f9afa5cd5db9,piyyut
dc90e0aa-c310-451f-ae06-de5184fdcb93,stenchcore,f66d7266-eb3d-4ef3-b4d8-b7cd992f918b,crust punk
1520e87c-040e-4c62-892e-3ce2c71badf7,neocrust,f66d7266-eb3d-4ef3-b4d8-b7cd992f918b,crust punk
a437d67e-493d-4933-85b7-1c3e0c170d96,easycore,60e21d01-ce21-4127-86b7-aada79558dab,pop-punk
aa068134-d667-4f9b-a7a2-07a5fafe51c1,J-core,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
2cd172f7-d191-4cfd-8c4f-0a648b155fdf,Guaguancó,e63204d4-2906-4829-82f4-84d68c75e367,Cuban rumba
aa3215ae-28e6-4993-908e-ed3807e1ce54,glitch hop,18b010d7-7d85-4445-a4a8-1889a4688308,glitch
77f8d0ee-059a-4420-9ac7-84890730ae2a,group sounds,7054e8e2-7c7b-4432-83b9-93423b361792,kayōkyoku
733c2be8-296b-41f4-abcb-3faa09591c43,math pop,a6b55d73-bba3-49fc-a361-ca4bde004717,math rock
27b1c4a7-07f9-4dee-9362-b16530b5c73a,quiet storm,4bb4043a-0ee5-4b84-93fa-6ba4567a6ba0,contemporary R&B
138b033d-4c43-47a5-8d8f-7e9b8fa1c235,deep funk,fe4ba6a1-9873-4fd0-a12b-a70c81818514,funk
4f476710-cd29-400f-98fe-7782e1f00e06,electro funk,fe4ba6a1-9873-4fd0-a12b-a70c81818514,funk
d14a4c4a-bea5-4b08-b945-59b048acd2d5,atmospheric black metal,12568698-97cc-49a9-80ab-9c5e3fe4dd33,black metal
31c0b6ff-a356-4c73-91d7-203c80e6646b,contemporary country,5f665615-7fb3-49d8-b541-62a7b239edbe,country music
037150a6-d83b-4307-908a-84201867186d,traditional country music,5f665615-7fb3-49d8-b541-62a7b239edbe,country music
6804f401-50a8-4e7a-9094-278c80c2ebed,bouncy techno,bd477a3e-9235-4597-9ce5-3caa994baef7,happy hardcore
b67e5475-9b31-4772-bc2c-30ed0823a1b7,progressive bluegrass,a1a7b40d-f6e6-48c1-a5fc-b15af73d7381,bluegrass music
40b3034b-7360-4b5d-898a-01e71c334fc5,traditional bluegrass,037150a6-d83b-4307-908a-84201867186d,traditional country music
6e3f8c78-8144-4d1a-8f90-ceea1fac6fbf,totalism,435ca3eb-0191-48d7-97ca-d45ba7b0f915,post-minimalism
1c6e4eae-915d-4662-a7ff-038920b67d9e,ambient techno,6d9ae1bf-be62-4cf4-aa70-f6f831eea80f,deep techno
7682b943-d17e-4465-a383-2643db9bfa57,funk melody,dfdf3e46-3b2b-417e-9346-86f9a5bac360,Brazilian funk
52ae87ae-fbc7-41fa-b1da-2bbc455dfe8e,moda de viola,93fff4e6-f9ca-4da2-bc93-92314f32293d,sertanejo de raiz
5da4831b-1558-4235-9b60-fa31ce686d06,tuồng,70cbaeb2-3309-42bf-a8a9-c2f0cba87d5a,Vietnamese classical music
d043bf3b-dfd6-4112-bd38-267f1b67cd11,huapango,c5c255f9-a93d-4940-9c17-223ac887958e,regional Mexican
6abada7c-9459-4d50-ba02-586844be4d28,landó,d7987fd0-82d3-4800-b4a7-da11e77f6b2c,música criolla
489ebed8-1299-4761-ba0b-29d381085f82,progressive pop,8d275a8d-154a-4bcb-8b5a-f56306ad4bcb,progressive music
bf41e0b3-3b03-4b1b-ab3b-f818f51fc685,arrocha sertanejo,23e3d253-a8c6-4c77-8d82-5b7afc3cc360,sertanejo universitário
10422532-2aea-4c9e-ad1c-536f372cbc0f,YouTube poop music video,8302fd70-150f-4f74-b11c-10a7ff7586b9,plunderphonics
8890b345-78cb-4464-9e67-f64f4c118712,MAD Movie music,8302fd70-150f-4f74-b11c-10a7ff7586b9,plunderphonics
568fddd1-5b4c-47de-8992-9d4b9b822985,polka criolla,d7987fd0-82d3-4800-b4a7-da11e77f6b2c,música criolla
ed2e5e6b-2af6-4c7c-a9fb-e2e886bfda38,hard techno,41fe3260-fcc1-450b-bd5a-803886c56912,techno
6804f401-50a8-4e7a-9094-278c80c2ebed,bouncy techno,660e755a-1b66-440b-9b7c-fbcf245f4415,rave music
aa3215ae-28e6-4993-908e-ed3807e1ce54,glitch hop,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
3849ad8b-01d4-4a14-b427-7c72f75dcc88,data sonification music,68c81274-5770-4e7b-a4bf-ab0d7d425d99,experimental music
ce119355-b6b5-40eb-adad-538a1f6a6ad4,future core,45cac621-cb2d-49a9-90b8-0472b8fbd864,UK hardcore
d1cbfa0d-b1b6-4692-bbec-457681dd111f,psycore,9e70bec0-18b3-4bcd-b96c-1a607661f3b8,dark psytrance
48ee83fd-4c9d-4c10-97fb-c3a737d684ab,crack rock steady,7aabc697-7c79-4f12-bb6f-ee5d70298a3f,skacore
6e319459-3520-4079-8755-d8c9f35ce78e,Abhang,92ccf7a7-c886-4e06-9aff-e432593653df,Hindustani classical music
7aae791f-dfff-4910-b133-ba1b9e9c1560,ragga jungle,ea9b6ec3-fc8f-4c55-b2f9-19bd4511a986,jungle
f7afad41-4673-4741-a0d0-b124d1e38b0a,dissonant death metal,db37c56d-e6a7-4809-b549-6f1cb559b559,technical death metal
bc1b8c46-5a69-4262-b909-c376f5de491a,Palm Desert Scene,aa5f0254-403e-496a-a388-c01abf62f39a,stoner rock
f3fe6570-1e79-4ed5-8eb9-9ed64d631871,symphonic music,4ae63770-68af-4fae-b0f1-5e53f372c743,instrumental music
e98e563c-afaa-4e38-9fc8-c46a35c98b9d,breakstep,95c57cd7-7fb8-4405-ade1-775c2d27e54e,UK garage
649ab447-fc25-4fb8-98ba-867dc97cac0f,machine rock,ffbc9907-c9be-4ace-876b-b7fd5b9d51f9,industrial rock
77aa0d65-8295-469c-a428-92c9055c6ea3,dark garage,95c57cd7-7fb8-4405-ade1-775c2d27e54e,UK garage
f04fc239-2da9-4bf2-82d6-f54137bd80bd,banda music,38a86b54-04dc-4679-90cb-63975ce7c655,brass band music
5ac95ee1-e4ea-48fa-b87a-3ced0ecab745,chanson à texte,455f264b-db00-4716-991d-fbd32dc24523,singer-songwriter music
3a1b23c7-881b-4e61-aa7f-82cea01030f8,sound effects recording,018b7630-8941-4966-90e4-3774daea4e04,non-music
39587ba4-5df0-49ed-958e-270f99c0b8e7,música de intervenção,455f264b-db00-4716-991d-fbd32dc24523,singer-songwriter music
32d363f6-562d-4efa-a4b0-43ee8f1a7e15,British brass band music,38a86b54-04dc-4679-90cb-63975ce7c655,brass band music
b9c9a69d-5fc2-4317-b25d-5a96c8c9478a,grebo,8301f73c-9166-4108-bfeb-4fd22dc19083,alternative dance
041b2388-b2d7-4fd9-a3cd-fa49e3195089,new rave,8301f73c-9166-4108-bfeb-4fd22dc19083,alternative dance
3e61a9eb-4bd3-4d0a-b59c-89847d5554ec,Palingsound,fb880da7-5d39-45df-a8ab-eb7f99b223fd,Nederpop
290afc44-ad41-4d51-9ca6-4ee88df0f4f8,occult rock,51cb9f91-e6a2-41bf-891f-e78e3f1e52ab,hard rock
eee90717-3eee-41bd-b463-003c180544bd,crossover prog,ae9b8279-3959-48d8-8a88-741a7f6d4a48,progressive rock
e07f0fb2-8a7d-4436-8745-b8d26f9a2d6f,riddim,1dfc0cd3-bf39-4240-9265-96ced154425a,brostep
e9a374e9-aef9-4714-9146-ade77640de5d,hardtekk,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
0e03f72d-0423-4ed1-ab6c-51d5fa3e1bcd,outrun,3976e9ba-16d0-461d-b732-99408a0374ba,electronic dance music
81003386-f8ee-4c22-af5d-ae3514afbc8b,minatory,bd728f00-d740-463c-a420-4f05917beb79,deathstep
e5145fb2-e796-462d-bd53-fff2feedc996,eletrofunk,dfdf3e46-3b2b-417e-9346-86f9a5bac360,Brazilian funk
583a8721-c90c-4338-acce-f0db44e4854b,red disco,f6cd97fb-7c7c-483e-9f98-e5c0abe1b1b2,electro-disco
0b32e71a-a1a2-45be-85fc-6afa316dcbd4,saluang klasik,18df26c4-bcf6-4c91-8c62-8791c2fa1107,Southeast Asian classical music
4f9d3457-479a-4aa1-8e13-2f7dd5dbac8f,bytebeat,50a99000-1e63-444e-8624-7c45fb517d9d,bit music
a437d67e-493d-4933-85b7-1c3e0c170d96,easycore,62f88295-0605-4ce8-958b-2e0063ece47e,metalcore
6471bf77-ea5f-4446-ba17-2e1e9971383f,ragtime song,d017dd87-704b-4ad4-8b67-39fb401b8339,ragtime
6d588e79-30b0-4f8c-9924-d4a951d60aef,extratone,03544ca7-48ef-449b-abed-67aebdcd8120,speedcore
cdb11433-1ff1-4c88-be16-717567e1342f,Afro-Cuban jazz,48095aaf-c31d-4bfc-9578-8755c71d44af,Latin jazz
dc2b0a66-0cf9-440c-8723-8540b23a94ec,rage,9a339aa8-a0e5-450c-95a7-b11517bb508f,trap music
6bd59226-65ed-48b2-926f-8dc100071e2c,trap shaabi,9a339aa8-a0e5-450c-95a7-b11517bb508f,trap music
655210c4-70ea-4fc5-ba32-281a3579de5a,sigilkore,9a339aa8-a0e5-450c-95a7-b11517bb508f,trap music
38dd5ce2-96d8-4202-b477-75a857d78adb,rare phonk,9a339aa8-a0e5-450c-95a7-b11517bb508f,trap music
2bb22fbe-860f-4101-814e-e0c1346585fc,Nederbeat,fb880da7-5d39-45df-a8ab-eb7f99b223fd,Nederpop
c874cd28-1d84-43f5-bccf-9fbfd9258111,arrocha,26cac57c-af02-4f60-829b-2c2cfc66bb66,brega
9797a1de-8ba6-492c-be4f-0739209bc6b5,Gallican chant,f1934903-1841-42bf-90e7-302359efeb30,plainsong
b04c4c80-a4fa-400f-af1a-13525ea1ea0c,Mozarabic chant,f1934903-1841-42bf-90e7-302359efeb30,plainsong
7557c05c-e767-48a2-a9d9-701d44a1f54a,Texas country music,5f665615-7fb3-49d8-b541-62a7b239edbe,country music
13e409d0-fe4a-4dd4-a957-6e06462b085f,uplifting trance,2afc2320-384f-43a4-a71e-1b763c485045,trance
70c145aa-fed6-4b20-9d75-48b2c3b208f2,traditional pop,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
9864d280-a987-466f-bac2-ce103721c3e2,Shibuya-kei,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
9973ee00-9ccb-4aac-b8b4-2cd2666f42ea,Korean ballad,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
66a9166e-2807-4e75-acb1-660913d8360b,özgün müzik,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
d3ebe947-7c03-43f5-b333-09379881b0f6,alternative pop,911c7bbb-172d-4df8-9478-dbff4296e791,pop music
f0b0aa5f-ed81-456b-85ab-492002a29eeb,power metal,cc28f5aa-5e19-487c-88e1-e56b022f1fdd,metal music
ca315be3-733b-4630-92d9-cd8ecafe0419,goregrind,093149ea-d1bc-4f93-bd5a-8fdcd055ea2f,grindcore
b79b9937-5cb9-418d-a0c4-63192689f4ae,samba-jazz,2447a0ec-e65f-48c7-b402-05cfe5c62cb7,samba
e4ba3fa5-5256-4f87-981a-1239e05acab0,industrial hardcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
4bd9ad1b-ed76-4c68-a1ca-bf6025d675fb,doomcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
8a757534-0928-434c-accd-6be5517c1af3,terrorcore,3308d0b0-3c7f-45e2-b835-5c2a0d433f02,hardcore
ceadd212-a669-4981-b05c-7e8889df55ae,power noise,53ceafec-ced4-4bec-ac57-d00cbf3a0c29,post-industrial music
5f216b90-4ed2-4297-a243-d623db4c8235,industrial hip-hop,53ceafec-ced4-4bec-ac57-d00cbf3a0c29,post-industrial music
253064b4-ec3d-4a45-b0d9-669428824de2,epic house,70adb285-e1f7-458a-823f-5cbda5e291c4,progressive house
319d6944-3674-46c4-b2df-c19e8ba51a09,mbaqanga,f7867ec2-4d4a-4241-9c39-21ac1860f0ec,marabi
a2258f38-67cf-4245-b135-1bfa92cbd754,orchestral song,f3fe6570-1e79-4ed5-8eb9-9ed64d631871,symphonic music
85123f0d-7395-4862-90d6-379141a147f7,budget rock,fd5bea65-15ef-44c4-83fb-ba15013b3596,garage punk
303b85e8-1b07-4b39-9af8-a87fb984eb30,disco polo,b739a895-85ed-4ad3-8717-4e9ef5387dd8,dance-pop
14e05f33-e086-4232-8e62-ef4b2ae05c38,Latin house,7369bb8b-3399-4180-8cb2-4e37e0e7b0e7,Latin music
aa8c93b7-2ac1-4776-8a11-92c257de53d8,festival trap,a21ea484-efba-4119-8120-429b26f98728,EDM trap music
93dbdf64-39ab-4956-9f4c-550692d2cc2b,hybrid trap,a21ea484-efba-4119-8120-429b26f98728,EDM trap music
8715373e-6dc4-4a9a-91db-9123134c96d9,heaven trap,a21ea484-efba-4119-8120-429b26f98728,EDM trap music
f550f264-0683-4999-b99d-5dfc67b7adff,rawphoric,0b81f6b8-dfa3-41c8-9e3f-a21ad44e1011,rawstyle
78431be5-9128-409d-b9e4-e145f8065a25,speed house,2d5cd6af-6195-4d12-9788-9a9b03ac0a12,bass house
5cf90924-d771-4eb2-a07a-450f0963bf9f,Sufi rock,0e3fc579-2d24-4f20-9dae-736e1ec78798,rock music
6af98bb7-9232-48a7-b559-5f27dcbff3c2,barber beats,e837fa08-f314-428f-af96-ceed9858e3b2,vaporwave
6c207307-cac0-43cf-be8f-e2dde68a92f1,jangle pop,797e2e85-5ffd-495c-a757-8b4079052f0e,pop rock
5f216b90-4ed2-4297-a243-d623db4c8235,industrial hip-hop,13a4ac4a-8291-4a03-ab7b-311dec6457de,experimental hip-hop
a2258f38-67cf-4245-b135-1bfa92cbd754,orchestral song,a93d203b-7399-4bcb-8600-579a508698d9,art song
e427198e-072f-4b2b-8dbf-f89172a82fd7,spiritual art song,a93d203b-7399-4bcb-8600-579a508698d9,art song
2d7d86f0-dd50-4230-8893-aa6210daa4d4,cumbia sureña peruana,8174d410-97d7-4f27-8ca5-a714a5f1f1cf,Peruvian cumbia
36c0f210-b6c1-4481-bc7c-33de031a4046,Celtic punk,6cec5b4d-3c64-44a6-914d-3e833432f631,folk punk
dc59f92c-2353-428d-ac92-81c1de23ac07,futurism,68c81274-5770-4e7b-a4bf-ab0d7d425d99,experimental music
4baf9f91-5d11-48cc-b1ca-735bdd3683d8,jungle techno,1c5db6d3-9ce6-48c0-9bff-e29f7d7cb1af,breakbeat hardcore
8a51f0fd-1c24-4938-8e6a-e70c6e95b629,darkstep,462f9321-6103-49c9-b6db-96219bce6f62,drum and bass
46481d3d-f9f4-4fe3-af5b-c861c5e18aad,neoperreo,bb14fb18-af6b-4547-9130-47fc4b208f48,reggaeton
10bcaf1c-cd46-46be-b8f8-ffd321a117fb,dhrupad,92ccf7a7-c886-4e06-9aff-e432593653df,Hindustani classical music
b8bf0e96-4961-488b-a5f7-4cfbb9afa17c,Khyal,92ccf7a7-c886-4e06-9aff-e432593653df,Hindustani classical music
77f8d0ee-059a-4420-9ac7-84890730ae2a,group sounds,decc967b-5b70-453b-9107-0b4e7a00505f,beat music
09c0c4a4-20ff-48f1-9632-426f0bac1390,integral serialism,16dbea99-8d13-4334-ad14-f956844ca90c,serialism
b79b9937-5cb9-418d-a0c4-63192689f4ae,samba-jazz,a715278f-1580-409f-8078-4ffbc800e08b,jazz
d5e21e4f-f6fe-464d-b269-14cf670a6949,deathrock,d9858aef-25bf-478b-b135-b900aa1f0fd1,gothic rock
634ef45b-c321-445f-b827-450b2924b7e2,Chicago soul,1b5e7b16-336b-473e-a364-5120413a9827,soul
9d180bd4-f0a8-4062-b306-196b6c4539e1,deep soul,1b5e7b16-336b-473e-a364-5120413a9827,soul
8301f73c-9166-4108-bfeb-4fd22dc19083,alternative dance,bab69b07-8bb9-4415-b666-c37609cef80b,club/dance music
8301f73c-9166-4108-bfeb-4fd22dc19083,alternative dance,e5bba957-8c91-496a-a675-c6d0c6b51c33,club/dance music
49fed886-b666-4bdb-9363-c5190571732e,agronejo,23e3d253-a8c6-4c77-8d82-5b7afc3cc360,sertanejo universitário
2cd30014-018f-4c51-b06b-3a2dd51fa447,Valaam chant,9c33a528-ff3e-447f-ad1d-bf922e732c16,Russian liturgical music
ae9b8279-3959-48d8-8a88-741a7f6d4a48,progressive rock,8d275a8d-154a-4bcb-8b5a-f56306ad4bcb,progressive music
a04d680b-b5c5-4f6a-87a3-f9f1ff98e3ea,disco,bab69b07-8bb9-4415-b666-c37609cef80b,club/dance music
a04d680b-b5c5-4f6a-87a3-f9f1ff98e3ea,disco,e5bba957-8c91-496a-a675-c6d0c6b51c33,club/dance music
dc90e0aa-c310-451f-ae06-de5184fdcb93,stenchcore,cc28f5aa-5e19-487c-88e1-e56b022f1fdd,metal music
5aeffaee-63dd-4337-9f7c-9d6d55f3620d,neo city pop,5fef47af-772b-48e2-8e49-855f7d999e81,city pop
a0d184ef-df74-4d91-b82b-5a24dc658218,Jersey drill,1e5e18e5-4e70-4a73-942a-c6c79c1aefe2,drill
b11f3064-4c98-472b-8877-2c69a9ede4e8,Chicago drill,1e5e18e5-4e70-4a73-942a-c6c79c1aefe2,drill
568fddd1-5b4c-47de-8992-9d4b9b822985,polka criolla,df6d324a-ff39-4055-9289-b14da57ab4e4,polka
dbfb70cb-c515-4c6a-be5e-90658444b102,xtra raw,0b81f6b8-dfa3-41c8-9e3f-a21ad44e1011,rawstyle
6fc0962d-52b9-4b38-ae43-26bd4b6af749,dreamwave,19565d07-8460-4773-8d54-149208a61bb4,synthwave
0e03f72d-0423-4ed1-ab6c-51d5fa3e1bcd,outrun,19565d07-8460-4773-8d54-149208a61bb4,synthwave
bcdbf8df-f5b0-4f30-b01e-5d2ad5ac48e8,digital cumbia,7cd4173c-fef8-4e99-a527-98a25b6487c0,cumbia
